year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2008,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3394898.02
2008,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21595191.76
2008,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,460.04
2008,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,460.04
2009,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,901.48
2009,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25553.91
2009,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21286.21
2009,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3365.94
2009,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.28
2009,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.28
2009,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,901476.52
2009,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25553908.78
2009,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3365935.97
2009,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21286213.99
2009,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,282.3
2009,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,282.3
2010,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,765.9
2010,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25525.11
2010,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21308
2010,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3451
2010,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.21
2010,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.21
2010,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,765897.56
2010,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25525105.91
2010,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3451000.79
2010,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21308001.99
2010,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,205.57
2010,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,205.57
2011,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,795.02
2011,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25324.88
2011,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21079.97
2011,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3449.67
2011,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.22
2011,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.22
2011,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,795022.35
2011,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25324877.49
2011,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3449666.52
2011,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21079967.33
2011,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,221.3
2011,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,221.3
2012,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,912.06
2012,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,26046.28
2012,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21623.56
2012,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3510.43
2012,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2012,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2012,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,912055.25
2012,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,26046283.59
2012,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3510433.03
2012,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21623560.67
2012,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,234.64
2012,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,234.64
2013,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,877.73
2013,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25803.75
2013,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21434.18
2013,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3491.61
2013,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2013,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2013,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,877731.35
2013,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25803754.31
2013,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3491610.67
2013,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21434181.44
2013,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,230.84
2013,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,230.84
2014,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,864.5
2014,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25508.72
2014,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21107.05
2014,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3536.92
2014,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.25
2014,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.25
2014,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,864498.1
2014,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25508723.74
2014,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3536924.78
2014,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21107045.91
2014,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,254.95
2014,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,254.95
2015,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,886.33
2015,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24847.14
2015,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20502.74
2015,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3457.78
2015,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.28
2015,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.28
2015,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,886330.33
2015,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24847136.87
2015,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3457782.6
2015,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,20502744.07
2015,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,279.86
2015,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,279.86
2016,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,868.65
2016,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24097.29
2016,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,19860.94
2016,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3367.42
2016,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.29
2016,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.29
2016,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,868645.54
2016,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24097293.75
2016,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3367418.81
2016,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,19860939.17
2016,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,290.22
2016,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,290.22
2017,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,781.57
2017,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24589.86
2017,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20314.51
2017,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3493.46
2017,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.32
2017,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.32
2017,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,781565.12
2017,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24589860.59
2017,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3493464.69
2017,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,20314510.7
2017,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,320.07
2017,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,320.07
2018,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,782.45
2018,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24729.67
2018,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20391.96
2018,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3554.86
2018,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.4
2018,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.4
2018,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,782454.97
2018,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24729671.75
2018,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3554858.75
